FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,6.0,3.0,48000,White-lored Tyrannulet,0.1289
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,9.0,3.0,48000,Black-throated Antbird,0.1705
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,9.0,3.0,48000,Eastern Chipmunk,0.1289
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,9.0,3.0,48000,White-lored Tyrannulet,0.1196
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,12.0,3.0,48000,White-lored Tyrannulet,0.3063
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,12.0,3.0,48000,Black-throated Antbird,0.2783
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,12.0,3.0,48000,Eastern Chipmunk,0.1274
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,15.0,3.0,48000,White-lored Tyrannulet,0.7488
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,18.0,3.0,48000,Screaming Piha,0.2028
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,21.0,3.0,48000,White-lored Tyrannulet,0.8597
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,21.0,3.0,48000,Screaming Piha,0.6772
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,24.0,3.0,48000,White-lored Tyrannulet,0.8244
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,24.0,3.0,48000,Black-throated Antbird,0.2561
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,27.0,3.0,48000,White-lored Tyrannulet,0.8412
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,27.0,3.0,48000,Screaming Piha,0.4217
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,30.0,3.0,48000,Screaming Piha,0.3546
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,30.0,3.0,48000,White-lored Tyrannulet,0.1642
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,36.0,3.0,48000,White-lored Tyrannulet,0.1702
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,39.0,3.0,48000,Chestnut-fronted Macaw,0.2943
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,45.0,3.0,48000,White-lored Tyrannulet,0.5965
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,45.0,3.0,48000,Screaming Piha,0.1047
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,48.0,3.0,48000,White-lored Tyrannulet,0.6781
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,48.0,3.0,48000,Screaming Piha,0.6001
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,51.0,3.0,48000,White-lored Tyrannulet,0.1318
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,51.0,3.0,48000,Chestnut-fronted Macaw,0.1248
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,57.0,3.0,48000,White-lored Tyrannulet,0.8709
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,57.0,3.0,48000,Screaming Piha,0.2441
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,63.0,3.0,48000,Screaming Piha,0.352
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,63.0,3.0,48000,White-lored Tyrannulet,0.182
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,66.0,3.0,48000,Screaming Piha,0.448
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,66.0,3.0,48000,White-lored Tyrannulet,0.1021
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,69.0,3.0,48000,White-lored Tyrannulet,0.8899
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,72.0,3.0,48000,White-lored Tyrannulet,0.9615
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,75.0,3.0,48000,Screaming Piha,0.5456
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,78.0,3.0,48000,Screaming Piha,0.2634
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,81.0,3.0,48000,Streak-capped Antwren,0.6443
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,84.0,3.0,48000,White-lored Tyrannulet,0.4399
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,90.0,3.0,48000,White-lored Tyrannulet,0.265
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,93.0,3.0,48000,Screaming Piha,0.4652
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,93.0,3.0,48000,Dusky-tailed Canastero,0.4242
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,93.0,3.0,48000,Olivaceous Woodcreeper,0.205
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,93.0,3.0,48000,White-crested Tyrannulet,0.1015
../TEST/,ScreamingPiha7.wav,290.8086167800453,1,99.0,3.0,48000,White-lored Tyrannulet,0.524
