,Unnamed: 0,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE,CLASS NAME
13796,13796,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,24.0,3.0,48000,Microcerculus marginatus,0.7150217294692993,Southern Nightingale-Wren
13798,13798,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,30.0,3.0,48000,Microcerculus marginatus,0.8276872634887695,Southern Nightingale-Wren
13799,13799,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,33.0,3.0,48000,Microcerculus marginatus,0.5670859217643738,Southern Nightingale-Wren
13800,13800,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,36.0,3.0,48000,Microcerculus marginatus,0.993559956550598,Southern Nightingale-Wren
13802,13802,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,42.0,3.0,48000,Microcerculus marginatus,0.9716160893440248,Southern Nightingale-Wren
13804,13804,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,48.0,3.0,48000,Microcerculus marginatus,0.9109147787094116,Southern Nightingale-Wren
13806,13806,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,54.0,3.0,48000,Microcerculus marginatus,0.9237463474273682,Southern Nightingale-Wren
13809,13809,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,63.0,3.0,48000,Microcerculus marginatus,0.5113360285758972,Southern Nightingale-Wren
13810,13810,./../all_10_species/,XC251125 - Southern Nightingale-Wren - Microcerculus marginatus taeniatus.mp3,69.51185416666667,0,66.0,3.0,48000,Microcerculus marginatus,0.8194715976715088,Southern Nightingale-Wren
13811,13811,./../all_10_species/,XC127683 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,10.475104166666666,0,0.0,3.0,48000,Zonotrichia capensis,0.709697961807251,Rufous-collared Sparrow
13812,13812,./../all_10_species/,XC127683 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,10.475104166666666,0,3.0,3.0,48000,Zonotrichia capensis,0.7335150837898254,Rufous-collared Sparrow
13816,13816,./../all_10_species/,XC283318 - Yellow-olive Flatbill - Tolmomyias sulphurescens pallescens (ssp assumed from location).mp3,47.04654166666667,0,6.0,3.0,48000,Tolmomyias sulphurescens,0.9332728385925292,Yellow-olive Flatbill
13882,13882,./../all_10_species/,XC180764 - Blue-grey Tanager - Thraupis episcopus quaesita.mp3,3.3722291666666666,0,0.0,3.0,48000,Thraupis episcopus,0.8367037773132324,Blue-grey Tanager
13884,13884,./../all_10_species/,XC261223 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,34.272666666666666,0,3.0,3.0,48000,Thraupis episcopus,0.5897383689880371,Blue-grey Tanager
13885,13885,./../all_10_species/,XC261223 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,34.272666666666666,0,6.0,3.0,48000,Thraupis episcopus,0.506805956363678,Blue-grey Tanager
13888,13888,./../all_10_species/,XC261223 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,34.272666666666666,0,15.0,3.0,48000,Thraupis episcopus,0.7229006290435791,Blue-grey Tanager
13889,13889,./../all_10_species/,XC261223 - Blue-grey Tanager - Thraupis episcopus coelestis.mp3,34.272666666666666,0,18.0,3.0,48000,Thraupis episcopus,0.6860067248344421,Blue-grey Tanager
13899,13899,./../all_10_species/,XC387412 - Pale-breasted Thrush - Turdus leucomelas.mp3,59.88335416666666,0,15.0,3.0,48000,Turdus leucomelas,0.5275153517723083,Pale-breasted Thrush
13914,13914,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,0.0,3.0,48000,Ramphastos tucanus,0.9985499978065492,White-throated Toucan
13915,13915,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,3.0,3.0,48000,Ramphastos tucanus,0.9830806851387024,White-throated Toucan
13916,13916,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,6.0,3.0,48000,Ramphastos tucanus,0.9965354204177856,White-throated Toucan
13917,13917,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,9.0,3.0,48000,Ramphastos tucanus,0.9988299012184144,White-throated Toucan
13918,13918,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,12.0,3.0,48000,Ramphastos tucanus,0.9950502514839172,White-throated Toucan
13919,13919,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,15.0,3.0,48000,Ramphastos tucanus,0.9764152765274048,White-throated Toucan
13920,13920,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,18.0,3.0,48000,Ramphastos tucanus,0.9981486797332764,White-throated Toucan
13921,13921,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,21.0,3.0,48000,Ramphastos tucanus,0.9954764246940612,White-throated Toucan
13922,13922,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,24.0,3.0,48000,Ramphastos tucanus,0.9946927428245544,White-throated Toucan
13923,13923,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,27.0,3.0,48000,Ramphastos tucanus,0.9791527390480042,White-throated Toucan
13924,13924,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,30.0,3.0,48000,Ramphastos tucanus,0.9922448992729188,White-throated Toucan
13925,13925,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,33.0,3.0,48000,Ramphastos tucanus,0.98834627866745,White-throated Toucan
13926,13926,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,36.0,3.0,48000,Ramphastos tucanus,0.9859296679496764,White-throated Toucan
13927,13927,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,39.0,3.0,48000,Ramphastos tucanus,0.9932617545127868,White-throated Toucan
13928,13928,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,42.0,3.0,48000,Ramphastos tucanus,0.9906668066978456,White-throated Toucan
13929,13929,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,45.0,3.0,48000,Ramphastos tucanus,0.9811432361602784,White-throated Toucan
13930,13930,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,48.0,3.0,48000,Ramphastos tucanus,0.9946922659873962,White-throated Toucan
13931,13931,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,51.0,3.0,48000,Ramphastos tucanus,0.9834551811218262,White-throated Toucan
13932,13932,./../all_10_species/,XC647182 - White-throated Toucan - Ramphastos tucanus.mp3,55.53633333333333,0,54.0,3.0,48000,Ramphastos tucanus,0.9822171926498412,White-throated Toucan
13940,13940,./../all_10_species/,XC466289 - Pale-breasted Thrush - Turdus leucomelas.mp3,91.152,0,21.0,3.0,48000,Turdus leucomelas,0.7043313980102539,Pale-breasted Thrush
13944,13944,./../all_10_species/,XC466289 - Pale-breasted Thrush - Turdus leucomelas.mp3,91.152,0,33.0,3.0,48000,Turdus leucomelas,0.7113005518913269,Pale-breasted Thrush
13952,13952,./../all_10_species/,XC466289 - Pale-breasted Thrush - Turdus leucomelas.mp3,91.152,0,57.0,3.0,48000,Turdus leucomelas,0.522398829460144,Pale-breasted Thrush
13963,13963,./../all_10_species/,XC421637 - Green-backed Trogon - Trogon viridis.mp3,4.101229166666666,0,0.0,3.0,48000,Trogon viridis,0.8413009643554688,Green-backed Trogon
13964,13964,./../all_10_species/,XC549447 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,24.428625,0,0.0,3.0,48000,Tolmomyias sulphurescens,0.5747708678245544,Yellow-olive Flatbill
13965,13965,./../all_10_species/,XC549447 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,24.428625,0,3.0,3.0,48000,Tolmomyias sulphurescens,0.6004461646080017,Yellow-olive Flatbill
13967,13967,./../all_10_species/,XC549447 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,24.428625,0,9.0,3.0,48000,Tolmomyias sulphurescens,0.8569548726081848,Yellow-olive Flatbill
13975,13975,./../all_10_species/,XC28610 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,4.937145833333333,0,0.0,3.0,48000,Zonotrichia capensis,0.8642187714576721,Rufous-collared Sparrow
13976,13976,./../all_10_species/,XC28610 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,4.937145833333333,0,3.0,3.0,48000,Zonotrichia capensis,0.6539362072944641,Rufous-collared Sparrow
14019,14019,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,0.0,3.0,48000,Ramphastos tucanus,0.9505639672279358,White-throated Toucan
14020,14020,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,3.0,3.0,48000,Ramphastos tucanus,0.6377856135368347,White-throated Toucan
14021,14021,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,6.0,3.0,48000,Ramphastos tucanus,0.7317138314247131,White-throated Toucan
14022,14022,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,9.0,3.0,48000,Ramphastos tucanus,0.9354836344718932,White-throated Toucan
14023,14023,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,12.0,3.0,48000,Ramphastos tucanus,0.991661787033081,White-throated Toucan
14024,14024,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,15.0,3.0,48000,Ramphastos tucanus,0.9975347518920898,White-throated Toucan
14025,14025,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,18.0,3.0,48000,Ramphastos tucanus,0.9991928935050964,White-throated Toucan
14026,14026,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,21.0,3.0,48000,Ramphastos tucanus,0.9983384609222412,White-throated Toucan
14027,14027,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,24.0,3.0,48000,Ramphastos tucanus,0.9888958930969238,White-throated Toucan
14028,14028,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,27.0,3.0,48000,Ramphastos tucanus,0.995429754257202,White-throated Toucan
14029,14029,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,30.0,3.0,48000,Ramphastos tucanus,0.9930931329727172,White-throated Toucan
14030,14030,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,33.0,3.0,48000,Ramphastos tucanus,0.998383641242981,White-throated Toucan
14031,14031,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,36.0,3.0,48000,Ramphastos tucanus,0.9978498220443726,White-throated Toucan
14032,14032,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,39.0,3.0,48000,Ramphastos tucanus,0.9973759651184082,White-throated Toucan
14033,14033,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,42.0,3.0,48000,Ramphastos tucanus,0.9958822727203368,White-throated Toucan
14034,14034,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,45.0,3.0,48000,Ramphastos tucanus,0.9986349940299988,White-throated Toucan
14035,14035,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,48.0,3.0,48000,Ramphastos tucanus,0.9970308542251588,White-throated Toucan
14036,14036,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,51.0,3.0,48000,Ramphastos tucanus,0.9982990622520448,White-throated Toucan
14037,14037,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,54.0,3.0,48000,Ramphastos tucanus,0.576176643371582,White-throated Toucan
14038,14038,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,57.0,3.0,48000,Ramphastos tucanus,0.99375182390213,White-throated Toucan
14039,14039,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,60.0,3.0,48000,Ramphastos tucanus,0.9954315423965454,White-throated Toucan
14040,14040,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,63.0,3.0,48000,Ramphastos tucanus,0.9988831877708436,White-throated Toucan
14041,14041,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,66.0,3.0,48000,Ramphastos tucanus,0.99897038936615,White-throated Toucan
14042,14042,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,69.0,3.0,48000,Ramphastos tucanus,0.9981095790863036,White-throated Toucan
14043,14043,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,72.0,3.0,48000,Ramphastos tucanus,0.9934574961662292,White-throated Toucan
14044,14044,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,75.0,3.0,48000,Ramphastos tucanus,0.9878832697868348,White-throated Toucan
14045,14045,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,78.0,3.0,48000,Ramphastos tucanus,0.997940480709076,White-throated Toucan
14046,14046,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,81.0,3.0,48000,Ramphastos tucanus,0.9857930541038512,White-throated Toucan
14047,14047,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,84.0,3.0,48000,Ramphastos tucanus,0.9983454942703248,White-throated Toucan
14048,14048,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,87.0,3.0,48000,Ramphastos tucanus,0.9086177349090576,White-throated Toucan
14049,14049,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,90.0,3.0,48000,Ramphastos tucanus,0.9777123928070068,White-throated Toucan
14050,14050,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,93.0,3.0,48000,Ramphastos tucanus,0.9960359930992126,White-throated Toucan
14051,14051,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,96.0,3.0,48000,Ramphastos tucanus,0.9983550906181335,White-throated Toucan
14052,14052,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,99.0,3.0,48000,Ramphastos tucanus,0.9990487694740297,White-throated Toucan
14053,14053,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,102.0,3.0,48000,Ramphastos tucanus,0.9984872341156006,White-throated Toucan
14054,14054,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,105.0,3.0,48000,Ramphastos tucanus,0.9989116191864014,White-throated Toucan
14055,14055,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,108.0,3.0,48000,Ramphastos tucanus,0.9994677901268004,White-throated Toucan
14056,14056,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,111.0,3.0,48000,Ramphastos tucanus,0.999543845653534,White-throated Toucan
14057,14057,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,114.0,3.0,48000,Ramphastos tucanus,0.999671220779419,White-throated Toucan
14058,14058,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,117.0,3.0,48000,Ramphastos tucanus,0.9987733960151672,White-throated Toucan
14059,14059,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,120.0,3.0,48000,Ramphastos tucanus,0.9968363046646118,White-throated Toucan
14060,14060,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,123.0,3.0,48000,Ramphastos tucanus,0.998771607875824,White-throated Toucan
14061,14061,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,126.0,3.0,48000,Ramphastos tucanus,0.9990621209144592,White-throated Toucan
14062,14062,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,129.0,3.0,48000,Ramphastos tucanus,0.997459590435028,White-throated Toucan
14063,14063,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,132.0,3.0,48000,Ramphastos tucanus,0.9991512298583984,White-throated Toucan
14064,14064,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,135.0,3.0,48000,Ramphastos tucanus,0.9988914132118224,White-throated Toucan
14065,14065,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,138.0,3.0,48000,Ramphastos tucanus,0.9996452331542968,White-throated Toucan
14066,14066,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,141.0,3.0,48000,Ramphastos tucanus,0.9978259205818176,White-throated Toucan
14067,14067,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,144.0,3.0,48000,Ramphastos tucanus,0.9998041987419128,White-throated Toucan
14068,14068,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,147.0,3.0,48000,Ramphastos tucanus,0.9983137845993042,White-throated Toucan
14069,14069,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,150.0,3.0,48000,Ramphastos tucanus,0.9993566870689392,White-throated Toucan
14070,14070,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,153.0,3.0,48000,Ramphastos tucanus,0.9991740584373474,White-throated Toucan
14071,14071,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,156.0,3.0,48000,Ramphastos tucanus,0.9952557682991028,White-throated Toucan
14072,14072,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,159.0,3.0,48000,Ramphastos tucanus,0.9989463686943054,White-throated Toucan
14073,14073,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,162.0,3.0,48000,Ramphastos tucanus,0.9989256262779236,White-throated Toucan
14074,14074,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,165.0,3.0,48000,Ramphastos tucanus,0.9988248944282532,White-throated Toucan
14075,14075,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,168.0,3.0,48000,Ramphastos tucanus,0.9988203644752502,White-throated Toucan
14076,14076,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,171.0,3.0,48000,Ramphastos tucanus,0.9985620379447936,White-throated Toucan
14077,14077,./../all_10_species/,XC238981 - White-throated Toucan - Ramphastos tucanus cuvieri.mp3,177.78939583333334,0,174.0,3.0,48000,Ramphastos tucanus,0.9983866214752196,White-throated Toucan
14081,14081,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,9.0,3.0,48000,Microcerculus marginatus,0.6985860466957092,Southern Nightingale-Wren
14085,14085,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,21.0,3.0,48000,Microcerculus marginatus,0.8203572034835815,Southern Nightingale-Wren
14086,14086,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,24.0,3.0,48000,Microcerculus marginatus,0.9943721294403076,Southern Nightingale-Wren
14088,14088,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,30.0,3.0,48000,Microcerculus marginatus,0.9872605800628662,Southern Nightingale-Wren
14090,14090,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,36.0,3.0,48000,Microcerculus marginatus,0.9743781685829164,Southern Nightingale-Wren
14092,14092,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,42.0,3.0,48000,Microcerculus marginatus,0.9602322578430176,Southern Nightingale-Wren
14094,14094,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,48.0,3.0,48000,Microcerculus marginatus,0.8289151191711426,Southern Nightingale-Wren
14096,14096,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,54.0,3.0,48000,Microcerculus marginatus,0.9233893156051636,Southern Nightingale-Wren
14098,14098,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,60.0,3.0,48000,Microcerculus marginatus,0.6750999093055725,Southern Nightingale-Wren
14108,14108,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,90.0,3.0,48000,Microcerculus marginatus,0.9525405168533324,Southern Nightingale-Wren
14111,14111,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,99.0,3.0,48000,Microcerculus marginatus,0.8768502473831177,Southern Nightingale-Wren
14113,14113,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,105.0,3.0,48000,Microcerculus marginatus,0.9531330466270448,Southern Nightingale-Wren
14118,14118,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,120.0,3.0,48000,Microcerculus marginatus,0.8831167817115784,Southern Nightingale-Wren
14120,14120,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,126.0,3.0,48000,Microcerculus marginatus,0.7411901950836182,Southern Nightingale-Wren
14123,14123,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,135.0,3.0,48000,Microcerculus marginatus,0.6739696264266968,Southern Nightingale-Wren
14126,14126,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,144.0,3.0,48000,Microcerculus marginatus,0.8119269609451294,Southern Nightingale-Wren
14130,14130,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,156.0,3.0,48000,Microcerculus marginatus,0.5035247802734375,Southern Nightingale-Wren
14131,14131,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,159.0,3.0,48000,Microcerculus marginatus,0.7784925699234009,Southern Nightingale-Wren
14132,14132,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,162.0,3.0,48000,Microcerculus marginatus,0.8143038153648376,Southern Nightingale-Wren
14135,14135,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,171.0,3.0,48000,Microcerculus marginatus,0.9700947403907776,Southern Nightingale-Wren
14137,14137,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,177.0,3.0,48000,Microcerculus marginatus,0.8974365592002869,Southern Nightingale-Wren
14139,14139,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,183.0,3.0,48000,Microcerculus marginatus,0.9717169404029846,Southern Nightingale-Wren
14141,14141,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,189.0,3.0,48000,Microcerculus marginatus,0.9654269218444824,Southern Nightingale-Wren
14143,14143,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,195.0,3.0,48000,Microcerculus marginatus,0.8915760517120361,Southern Nightingale-Wren
14151,14151,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,219.0,3.0,48000,Microcerculus marginatus,0.5925294160842896,Southern Nightingale-Wren
14152,14152,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,222.0,3.0,48000,Microcerculus marginatus,0.6734039783477783,Southern Nightingale-Wren
14155,14155,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,231.0,3.0,48000,Microcerculus marginatus,0.8862400650978088,Southern Nightingale-Wren
14156,14156,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,234.0,3.0,48000,Microcerculus marginatus,0.9655822515487672,Southern Nightingale-Wren
14158,14158,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,240.0,3.0,48000,Microcerculus marginatus,0.811505138874054,Southern Nightingale-Wren
14160,14160,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,246.0,3.0,48000,Microcerculus marginatus,0.9963962435722352,Southern Nightingale-Wren
14163,14163,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,255.0,3.0,48000,Microcerculus marginatus,0.9863000512123108,Southern Nightingale-Wren
14166,14166,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,264.0,3.0,48000,Microcerculus marginatus,0.8960668444633484,Southern Nightingale-Wren
14168,14168,./../all_10_species/,XC318641 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,332.96360416666664,0,270.0,3.0,48000,Microcerculus marginatus,0.8939130902290344,Southern Nightingale-Wren
